kilometraj_total,vechime_ani,coolant_temp_c,oil_temp_c,oil_pressure_bar,maf_gps,map_kpa,battery_v,vibratii_relanti,zile_de_la_ultima_revizie,delta_temp,pressure_low,pressure_very_low,service_overdue,coolant_overheat,oil_overheat,battery_low,vibratii_high,airflow_mismatch,pressure_margin,pressure_expected,pressure_residual,delta_days,delta_km,trend_temp,trend_pressure,trend_vibratii,trend_battery,anomaly_count,temp_stress,pressure_stress,health_index,defect
16089,2,89.87,96.86,3.1,10.56,48.3,14.33,1.17,332,6.99,0,0,1,0,0,0,0,0,1.9,3.096,0.005,94,1396,0.1152,0.1847,0.3174,-0.0012,1,0.0,0.0,0.0421,1
174937,16,89.83,97.83,1.744,8.21,27.42,13.44,2.65,229,8.01,0,0,1,0,0,0,0,0,0.544,2.713,-0.969,115,2568,0.4672,0.7937,0.5386,-0.0293,1,0.0,0.8073,0.2321,1
225977,19,103.3,105.35,2.137,17.54,63.8,13.27,3.78,46,2.05,0,0,0,1,0,0,1,0,0.937,2.648,-0.511,51,2380,0.5258,0.1783,0.2172,0.1177,2,0.2649,0.4262,0.1497,1
239784,18,87.99,88.75,2.327,8.2,26.46,13.34,2.81,357,0.76,0,0,1,0,0,0,0,0,1.127,2.851,-0.524,102,2174,0.1636,0.0564,0.1518,0.0246,1,0.0,0.4368,0.0732,0
195253,15,94.35,98.47,2.709,11.91,45.6,13.34,2.01,207,4.12,0,0,1,0,0,0,0,0,1.509,2.793,-0.084,39,1201,0.1607,0.269,-0.0057,-0.0119,1,0.0,0.0701,0.0451,0
103138,9,81.73,85.6,3.444,10.13,36.19,13.91,2.23,180,3.87,0,0,1,0,0,0,0,0,2.244,3.133,0.311,35,1778,0.0499,0.0845,-0.1302,0.251,1,0.0,0.0,0.0057,0
240602,18,101.04,98.67,2.485,10.27,43.5,13.4,2.22,253,-2.37,0,0,1,0,0,0,0,0,1.285,2.72,-0.236,113,2823,0.8056,0.2229,0.1075,0.1269,1,0.1522,0.1964,0.137,0
126002,10,91.56,94.66,2.754,10.49,54.58,14.04,2.1,68,3.09,0,0,0,0,0,0,0,0,1.554,3.005,-0.251,101,2366,-0.0344,0.2095,0.2429,-0.0038,0,0.0,0.2092,0.064,1
21603,3,92.99,100.44,3.483,11.46,52.6,14.12,1.53,202,7.45,0,0,1,0,0,0,0,0,2.283,3.022,0.462,100,500,0.2604,0.0824,-0.0299,0.0141,1,0.0,0.0,0.0078,0
198460,18,95.45,102.56,2.51,11.65,51.91,13.48,2.67,254,7.11,0,0,1,0,0,0,0,0,1.31,2.676,-0.167,85,869,0.0629,0.2427,-0.3704,0.1766,1,0.0,0.139,0.0346,1
97000,7,86.88,91.82,3.553,13.15,50.12,13.62,2.26,292,4.95,0,0,1,0,0,0,0,0,2.353,3.104,0.449,79,2334,0.0437,0.1485,0.0527,0.1845,1,0.0,0.0,0.0213,0
227543,19,92.42,97.12,1.249,6.07,25.0,13.44,3.39,210,4.7,0,0,1,0,0,0,1,0,0.049,2.658,-1.409,67,1689,0.5263,1.6228,0.5547,0.0829,2,0.0,1.2132,0.3352,0
63954,8,92.13,98.26,3.2,12.89,57.88,14.04,1.66,418,6.12,0,0,1,0,0,0,0,0,2.0,2.986,0.213,101,3717,-0.1928,0.0951,0.4406,0.1399,1,0.0,0.0,0.0301,0
239747,18,84.93,85.74,2.466,9.74,27.16,13.15,3.19,415,0.81,0,0,1,0,0,0,0,0,1.266,2.914,-0.448,101,1721,-0.0842,0.0217,0.2173,0.1309,1,0.0,0.3731,0.0856,0
122226,11,84.74,89.32,2.714,10.73,40.52,13.97,2.85,40,4.58,0,0,0,0,0,0,0,0,1.514,3.036,-0.322,37,2713,-0.0833,0.0684,0.4416,0.1319,0,0.0,0.2684,0.0666,0
163351,10,87.87,92.06,2.537,10.64,37.08,13.98,2.49,34,4.18,0,0,0,0,0,0,0,0,1.337,2.987,-0.45,47,1956,0.085,0.2496,0.4909,0.3482,0,0.0,0.3748,0.1102,1
38295,6,89.38,97.25,3.281,12.38,46.9,13.94,1.77,216,7.87,0,0,1,0,0,0,0,0,2.081,3.003,0.278,66,2773,0.0399,0.0107,0.1554,0.08,1,0.0,0.0,0.0,0
202495,17,88.83,94.2,2.414,7.61,35.21,13.79,3.05,347,5.36,0,0,1,0,0,0,0,0,1.214,2.797,-0.383,104,3193,0.1028,0.1731,0.1783,-0.0008,1,0.0,0.319,0.0835,0
8334,2,85.14,92.79,3.616,13.48,39.78,14.02,1.08,215,7.65,0,0,1,0,0,0,0,0,2.416,3.143,0.472,46,2533,0.0837,0.029,0.3139,-0.0676,1,0.0,0.0,0.0512,1
97162,10,94.57,102.7,3.064,17.08,64.66,13.87,1.64,91,8.13,0,0,0,0,0,0,0,0,1.864,2.885,0.179,73,2523,0.0902,0.0895,0.319,-0.0227,0,0.0,0.0,0.0399,0
84915,8,83.23,84.47,3.236,6.74,25.0,13.39,2.0,236,1.25,0,0,1,0,0,0,0,0,2.036,3.131,0.105,89,1572,0.0242,0.1981,0.0875,0.1349,1,0.0,0.0,0.0543,1
180025,11,92.04,100.95,2.4,11.68,41.97,13.97,2.88,396,8.91,0,0,1,0,0,0,0,0,1.2,2.809,-0.409,100,1990,0.1287,0.1064,0.2363,0.0618,1,0.0,0.341,0.0674,0
78355,6,89.14,91.88,3.038,8.17,26.4,13.75,1.83,70,2.74,0,0,0,0,0,0,0,0,1.838,3.028,0.01,99,2627,0.0145,0.0158,-0.1072,0.0757,0,0.0,0.0,0.0015,0
150063,14,88.71,91.49,2.963,14.43,51.44,13.23,2.07,187,2.78,0,0,1,0,0,0,0,0,1.763,2.976,-0.013,104,2647,0.1471,0.0589,0.0053,0.0744,1,0.0,0.011,0.04,0
50845,8,86.67,90.91,3.388,8.73,31.83,14.0,1.99,268,4.25,0,0,1,0,0,0,0,0,2.188,3.029,0.359,65,2389,0.1786,-0.1514,0.3383,0.0646,1,0.0,0.0,0.0212,0
7516,4,89.99,91.9,3.552,10.32,42.54,14.51,1.62,165,1.91,0,0,0,0,0,0,0,0,2.352,3.132,0.42,75,2516,-0.0003,0.0305,0.0513,-0.1465,0,0.0,0.0,0.0,0
37245,4,85.01,87.93,3.619,7.64,25.0,14.01,1.82,18,2.92,0,0,0,0,0,0,0,0,2.419,3.141,0.478,51,3193,0.0946,-0.0102,0.1434,0.1946,0,0.0,0.0,0.0437,0
153553,14,89.76,98.15,1.555,15.57,60.08,13.62,2.78,281,8.4,0,0,1,0,0,0,0,0,0.355,2.877,-1.322,31,2029,0.3132,1.1329,0.3077,0.1042,1,0.0,1.1015,0.2906,0
68637,6,90.25,96.78,3.271,10.4,43.02,14.39,1.81,311,6.52,0,0,1,0,0,0,0,0,2.071,2.997,0.275,58,2463,0.0458,-0.0873,0.2117,0.1031,1,0.0,0.0,0.0165,0
27044,7,87.31,94.54,3.418,12.3,43.93,13.73,1.41,275,7.23,0,0,1,0,0,0,0,0,2.218,3.025,0.393,37,2120,0.2193,0.0308,0.0147,0.2087,1,0.0,0.0,0.0326,0
156571,13,92.09,97.72,2.973,11.55,53.61,13.5,2.44,278,5.63,0,0,1,0,0,0,0,0,1.773,2.88,0.093,81,2955,0.1926,0.0954,0.2007,0.0272,1,0.0,0.0,0.0369,1
113083,7,82.06,84.2,3.292,7.5,25.0,14.13,2.27,275,2.14,0,0,1,0,0,0,0,0,2.092,3.156,0.136,73,2362,0.1455,-0.0219,0.2742,0.2265,1,0.0,0.0,0.0304,0
139664,8,88.56,94.37,2.9,9.3,33.39,14.0,1.77,138,5.81,0,0,0,0,0,0,0,0,1.7,2.966,-0.066,34,1470,0.0828,0.2652,-0.0055,0.0616,0,0.0,0.0551,0.0478,0
13257,5,87.42,91.02,3.491,12.32,44.38,14.29,1.25,6,3.6,0,0,0,0,0,0,0,0,2.291,3.137,0.354,82,2512,0.1682,0.1693,0.2845,0.2538,0,0.0,0.0,0.0687,1
66063,7,86.86,90.22,3.228,8.75,25.0,13.7,2.05,415,3.35,0,0,1,0,0,0,0,0,2.028,3.036,0.192,40,2899,0.0445,0.0931,0.3319,0.1508,1,0.0,0.0,0.0331,0
147587,14,84.66,89.03,2.813,6.39,25.0,13.38,2.7,85,4.37,0,0,0,0,0,0,0,0,1.613,2.919,-0.107,58,1798,0.0609,0.0733,0.3343,-0.123,0,0.0,0.089,0.0242,0
138615,11,85.04,86.99,2.899,8.55,30.5,13.52,2.64,348,1.94,0,0,1,0,0,0,0,0,1.699,3.042,-0.143,119,2827,0.1382,0.1664,-0.0911,0.0376,1,0.0,0.1195,0.0221,0
210791,20,87.64,96.42,0.993,8.22,26.03,13.44,3.62,227,8.78,1,0,1,0,0,0,1,0,-0.207,2.656,-1.663,76,2505,0.1191,0.9296,0.7224,0.0531,3,0.0,1.6221,0.3476,1
238839,16,85.44,90.1,2.756,9.24,37.19,13.71,2.77,226,4.66,0,0,1,0,0,0,0,0,1.556,2.907,-0.151,48,3100,0.1624,0.0052,0.0916,0.1341,1,0.0,0.1258,0.0451,0
14503,1,93.33,102.47,3.464,11.18,49.31,14.54,1.63,8,9.13,0,0,0,0,0,0,0,0,2.264,3.008,0.456,30,1371,0.0073,-0.037,0.0763,0.0796,0,0.0,0.0,0.0,0
96668,8,90.08,94.09,3.249,14.44,52.5,14.06,2.06,416,4.01,0,0,1,0,0,0,0,0,2.049,3.048,0.2,79,3870,-0.0356,-0.071,0.2437,0.0708,1,0.0,0.0,0.0142,0
115048,6,90.59,98.76,3.138,15.49,67.33,14.42,2.04,221,8.17,0,0,1,0,0,0,0,0,1.938,3.054,0.084,117,1637,-0.0583,0.2336,0.0594,-0.1183,1,0.0,0.0,0.0329,0
145487,12,86.5,94.95,2.762,11.16,41.68,13.57,2.26,348,8.46,0,0,1,0,0,0,0,0,1.562,2.908,-0.146,111,1905,-0.0886,0.2486,0.1226,0.1353,1,0.0,0.1214,0.0164,0
84022,6,87.9,95.63,3.467,11.21,44.16,13.65,1.91,326,7.73,0,0,1,0,0,0,0,0,2.267,3.024,0.443,107,1614,0.0037,0.1842,0.1367,0.0962,1,0.0,0.0,0.0438,0
222268,20,90.88,95.94,2.618,12.2,41.65,12.95,3.01,57,5.06,0,0,0,0,0,0,0,0,1.418,2.728,-0.11,109,1789,-0.184,-0.0493,0.1028,0.1004,0,0.0,0.0913,0.0087,1
37686,6,86.05,91.67,3.703,11.63,46.48,13.7,0.95,397,5.62,0,0,1,0,0,0,0,0,2.503,3.113,0.59,72,1319,0.0522,0.1222,0.061,0.1873,1,0.0,0.0,0.0159,0
116885,11,88.09,95.11,2.871,11.36,47.58,13.34,2.73,248,7.02,0,0,1,0,0,0,0,0,1.671,2.948,-0.077,32,755,0.0008,0.0159,0.033,0.1579,1,0.0,0.0642,0.0519,1
94981,3,88.93,97.1,3.263,13.64,54.91,13.85,1.29,77,8.17,0,0,0,0,0,0,0,0,2.063,3.098,0.165,69,2120,-0.1109,-0.0225,0.043,0.234,0,0.0,0.0,0.01,0
248178,19,106.22,108.34,2.301,14.89,54.85,13.12,3.05,243,2.12,0,0,1,1,0,0,0,0,1.101,2.553,-0.252,52,3719,0.8599,-0.1223,0.2093,0.1384,2,0.4111,0.21,0.1469,0
238136,19,103.58,111.55,1.856,12.53,49.27,13.37,3.1,258,7.97,0,0,1,1,0,0,0,0,0.656,2.466,-0.61,55,2998,0.6491,1.012,0.4921,0.2201,2,0.3411,0.5086,0.2831,1
168548,16,98.93,103.11,2.267,14.6,63.14,13.54,3.33,274,4.18,0,0,1,0,0,0,1,0,1.067,2.75,-0.484,49,1934,0.3301,0.0116,0.3008,0.1223,2,0.0466,0.4031,0.0873,0
122793,8,87.08,89.24,3.296,10.03,42.37,14.28,2.16,135,2.17,0,0,0,0,0,0,0,0,2.096,3.105,0.191,79,3101,-0.1446,-0.0237,0.1226,0.0148,0,0.0,0.0,0.0,0
6744,2,90.44,93.07,3.479,7.82,33.44,14.0,1.44,395,2.63,0,0,1,0,0,0,0,0,2.279,3.112,0.366,98,1744,0.2443,0.2149,0.1699,0.1146,1,0.0,0.0,0.0646,0
140422,15,91.05,91.45,3.103,10.33,35.73,13.68,2.85,99,0.4,0,0,0,0,0,0,0,0,1.903,2.894,0.209,83,1166,0.0548,-0.121,0.0955,-0.0013,0,0.0,0.0,0.0,0
97351,9,90.4,98.06,2.891,10.18,40.52,14.16,2.19,206,7.65,0,0,1,0,0,0,0,0,1.691,2.901,-0.01,32,3882,0.198,0.1278,0.0044,0.0614,1,0.0,0.0084,0.0222,0
294079,20,96.28,95.23,1.487,7.76,26.83,13.1,3.78,352,-1.05,0,0,1,0,0,0,1,0,0.287,2.683,-1.195,90,3262,0.9475,0.7789,1.0024,0.211,2,0.0,0.9961,0.2963,1
221555,14,85.09,88.7,3.167,7.94,33.41,13.49,2.83,32,3.61,0,0,0,0,0,0,0,0,1.967,2.96,0.207,37,4210,0.0232,-0.1333,0.1904,0.1282,0,0.0,0.0,0.0067,0
120768,11,91.07,92.12,2.975,6.04,26.04,14.02,2.64,169,1.05,0,0,0,0,0,0,0,0,1.775,2.922,0.053,109,500,0.2286,0.0441,0.0054,0.1424,0,0.0,0.0,0.0162,0
224918,20,90.78,92.64,2.67,11.78,46.82,13.24,2.85,201,1.86,0,0,1,0,0,0,0,0,1.47,2.815,-0.145,66,2447,0.2844,0.2144,0.2007,0.0334,1,0.0,0.1208,0.0531,0
165007,17,92.18,100.35,2.44,13.0,46.95,13.67,2.43,324,8.17,0,0,1,0,0,0,0,0,1.24,2.721,-0.281,86,3656,0.1809,0.3583,-0.1249,0.1871,1,0.0,0.2338,0.0833,0
124787,10,86.49,88.47,3.258,6.09,25.0,13.51,2.39,330,1.99,0,0,1,0,0,0,0,0,2.058,3.011,0.247,97,2758,0.0222,0.08,0.1992,0.1242,1,0.0,0.0,0.0514,0
18450,1,81.21,89.61,3.706,10.4,32.84,14.7,1.27,334,8.4,0,0,1,0,0,0,0,0,2.506,3.199,0.506,63,2237,0.0163,0.0661,0.0655,0.0017,1,0.0,0.0,0.0174,0
46810,2,92.28,103.62,3.405,14.23,67.55,14.5,1.14,150,11.34,0,0,0,0,0,0,0,0,2.205,3.038,0.368,107,2282,0.0785,0.4184,-0.1914,0.1153,0,0.0,0.0,0.0404,1
134169,9,89.94,96.39,2.939,11.97,50.82,13.81,2.87,206,6.45,0,0,1,0,0,0,0,0,1.739,2.975,-0.036,101,2490,-0.0296,0.0476,0.2232,-0.114,1,0.0,0.0301,0.0081,0
141257,12,88.66,90.32,3.251,11.69,48.36,13.59,2.04,11,1.66,0,0,0,0,0,0,0,0,2.051,3.027,0.224,37,2390,-0.0828,0.0648,0.2372,0.2025,0,0.0,0.0,0.0,0
30842,1,85.37,88.63,3.626,9.74,32.7,14.17,1.27,345,3.26,0,0,1,0,0,0,0,0,2.426,3.218,0.408,86,4386,0.1079,0.1805,0.1966,-0.0718,1,0.0,0.0,0.0143,0
20908,3,91.91,102.81,2.998,11.09,46.02,14.13,1.4,127,10.9,0,0,0,0,0,0,0,0,1.798,2.948,0.05,103,3124,-0.0227,-0.1103,0.0527,0.0647,0,0.0,0.0,0.0,0
196358,15,88.68,98.59,2.203,11.49,41.8,13.27,2.72,196,9.91,0,0,1,0,0,0,0,0,1.003,2.775,-0.573,104,2395,0.5115,0.8307,0.4,0.0292,1,0.0,0.4773,0.213,1
180960,16,83.69,86.97,2.796,9.41,30.85,12.71,2.6,286,3.29,0,0,1,0,0,0,0,0,1.596,2.944,-0.148,30,2148,0.1738,0.4317,0.241,0.8083,1,0.0,0.1235,0.0852,0
26564,1,83.5,86.77,3.56,11.01,35.09,14.13,1.12,326,3.28,0,0,1,0,0,0,0,0,2.36,3.265,0.295,103,2618,-0.0553,0.0744,0.0958,-0.0167,1,0.0,0.0,0.0179,1
142524,11,88.51,95.11,2.813,10.15,35.4,14.09,2.79,36,6.6,0,0,0,0,0,0,0,0,1.613,2.899,-0.087,105,683,-0.0506,0.1772,0.1877,-0.0905,0,0.0,0.0722,0.0294,0
27970,2,86.03,90.08,3.343,7.08,25.0,14.04,1.22,322,4.05,0,0,1,0,0,0,0,0,2.143,3.138,0.205,85,2182,0.0305,-0.0752,0.2335,-0.1545,1,0.0,0.0,0.0092,0
203387,15,86.32,90.43,2.693,8.31,25.0,13.69,2.89,157,4.11,0,0,0,0,0,0,0,0,1.493,2.871,-0.178,44,2729,-0.0907,0.1184,0.1501,0.3112,0,0.0,0.1486,0.0432,1
165549,17,90.41,98.03,2.745,7.75,39.21,13.63,2.59,175,7.63,0,0,0,0,0,0,0,0,1.545,2.736,0.009,51,2380,-0.0619,-0.0661,0.1011,0.0801,0,0.0,0.0,0.0,0
189458,18,86.89,93.3,2.543,6.05,30.13,13.57,3.14,55,6.42,0,0,0,0,0,0,0,0,1.343,2.774,-0.232,68,1146,-0.0593,0.2359,0.1015,0.2255,0,0.0,0.1933,0.0645,0
138686,12,85.95,91.7,3.002,11.31,37.79,13.88,2.57,301,5.75,0,0,1,0,0,0,0,0,1.802,2.957,0.045,102,1708,0.0249,0.0228,-0.1696,-0.0619,1,0.0,0.0,0.0,0
121114,13,82.82,82.38,3.048,6.62,25.0,14.0,2.2,199,-0.44,0,0,1,0,0,0,0,0,1.848,3.072,-0.025,41,2639,0.1246,-0.0172,-0.1555,0.0686,1,0.0,0.0206,0.0,0
219437,19,87.73,99.16,1.636,11.93,53.22,13.02,3.31,43,11.42,0,0,0,0,0,0,1,0,0.436,2.73,-1.094,110,2016,0.0128,1.2988,0.1365,0.1272,1,0.0,0.9115,0.2374,0
150826,13,93.74,101.1,2.865,17.6,71.13,13.93,2.48,59,7.35,0,0,0,0,0,0,0,0,1.665,2.883,-0.018,48,4566,0.0625,-0.0319,0.3338,0.0947,0,0.0,0.015,0.0373,0
145048,9,93.62,100.29,2.931,13.48,56.38,14.44,2.17,303,6.68,0,0,1,0,0,0,0,0,1.731,2.92,0.012,78,2996,0.1545,0.1625,0.1326,0.1729,1,0.0,0.0,0.019,0
197708,16,93.38,103.54,2.479,15.13,57.83,13.44,2.98,45,10.16,0,0,0,0,0,0,0,0,1.279,2.721,-0.241,96,2002,0.19,-0.0083,0.2186,0.0964,0,0.0,0.2012,0.0565,0
172386,12,90.89,101.41,2.77,12.16,50.77,13.67,2.6,218,10.53,0,0,1,0,0,0,0,0,1.57,2.815,-0.045,53,1620,0.1896,0.1672,0.2742,0.1541,1,0.0,0.0373,0.0428,0
212798,17,86.09,92.9,2.703,14.19,45.72,13.19,2.93,293,6.82,0,0,1,0,0,0,0,0,1.503,2.865,-0.162,108,955,-0.0847,0.2993,-0.0862,0.2031,1,0.0,0.135,0.0557,0
120443,11,95.58,102.23,2.976,10.6,43.21,13.7,1.73,383,6.65,0,0,1,0,0,0,0,0,1.776,2.788,0.187,79,2370,0.0223,0.0853,0.0252,0.2377,1,0.0,0.0,0.0341,1
222476,18,83.7,84.28,2.584,9.51,29.2,13.5,2.71,66,0.59,0,0,0,0,0,0,0,0,1.384,2.951,-0.367,96,3000,-0.0545,0.168,0.2678,-0.0304,0,0.0,0.3057,0.0463,0
34204,1,89.7,95.02,3.225,12.83,51.66,13.88,0.86,124,5.32,0,0,0,0,0,0,0,0,2.025,3.166,0.059,116,3239,0.1259,-0.0098,0.1809,0.0348,0,0.0,0.0,0.0025,0
45544,1,91.92,96.88,3.56,11.25,50.83,14.51,0.83,65,4.97,0,0,0,0,0,0,0,0,2.36,3.126,0.434,30,2515,0.1087,-0.0935,0.0725,-0.0218,0,0.0,0.0,0.0,0
21060,2,85.66,88.86,3.379,9.83,35.52,14.6,1.38,369,3.19,0,0,1,0,0,0,0,0,2.179,3.205,0.174,66,500,-0.0159,0.4142,0.0565,-0.0887,1,0.0,0.0,0.0284,0
103666,12,87.4,94.87,2.958,12.75,49.36,13.6,2.13,248,7.47,0,0,1,0,0,0,0,0,1.758,2.94,0.018,42,2502,0.0126,0.1984,0.1586,-0.0163,1,0.0,0.0,0.0532,0
138648,15,89.18,92.21,2.675,8.5,32.28,13.43,2.38,412,3.03,0,0,1,0,0,0,0,0,1.475,2.865,-0.19,109,3311,0.0755,0.258,0.1991,0.1462,1,0.0,0.1583,0.065,0
53159,5,81.82,81.91,3.878,8.58,33.18,14.28,2.07,18,0.09,0,0,0,0,0,0,0,0,2.678,3.275,0.603,48,1646,0.0102,-0.0597,-0.012,0.074,0,0.0,0.0,0.0,0
6621,4,94.11,102.64,3.176,15.5,52.85,14.01,1.74,296,8.54,0,0,1,0,0,0,0,0,1.976,2.959,0.218,119,1621,-0.0196,0.1834,0.1902,0.0195,1,0.0,0.0,0.0478,0
265456,18,103.47,102.6,2.666,11.89,48.03,13.6,2.65,13,-0.87,0,0,0,1,0,0,0,0,1.466,2.66,0.006,38,2783,1.0169,0.1411,0.0297,-0.0141,1,0.2735,0.0,0.1291,0
210351,16,87.5,92.98,2.727,7.75,38.75,13.54,2.62,45,5.48,0,0,0,0,0,0,0,0,1.527,2.855,-0.129,43,2831,0.0515,0.2405,0.2239,0.1183,0,0.0,0.1072,0.0784,0
141615,13,84.57,88.45,3.135,10.39,37.13,14.17,2.15,181,3.88,0,0,1,0,0,0,0,0,1.935,3.0,0.136,43,2142,0.2539,0.2024,0.1714,0.0217,1,0.0,0.0,0.0575,0
94567,10,86.39,89.55,3.143,12.84,44.45,13.89,2.14,154,3.16,0,0,0,0,0,0,0,0,1.943,3.067,0.076,88,3418,0.249,0.1488,0.3141,-0.0541,0,0.0,0.0,0.0459,0
136664,9,83.56,85.28,3.041,4.43,25.0,13.85,1.69,153,1.72,0,0,0,0,0,0,0,0,1.841,3.094,-0.053,120,1933,-0.1304,-0.136,-0.0064,-0.0413,0,0.0,0.0445,0.0,0
8373,1,90.58,96.76,3.593,8.06,31.39,14.41,0.97,28,6.18,0,0,0,0,0,0,0,0,2.393,3.05,0.542,96,3373,0.1207,-0.0243,0.181,0.0223,0,0.0,0.0,0.0076,1
23627,4,85.67,86.82,3.468,9.1,25.0,14.22,1.56,228,1.15,0,0,1,0,0,0,0,0,2.268,3.164,0.305,98,2101,0.252,0.3628,0.1874,0.0258,1,0.0,0.0,0.0664,0
197947,18,89.04,99.15,2.348,11.53,42.17,13.75,2.87,143,10.11,0,0,0,0,0,0,0,0,1.148,2.706,-0.358,112,1862,-0.1607,0.1744,0.0025,0.0221,0,0.0,0.2981,0.0644,0
88587,7,91.7,100.94,3.177,13.57,57.24,14.38,1.45,417,9.24,0,0,1,0,0,0,0,0,1.977,2.95,0.227,92,1621,0.0093,0.1504,0.1687,-0.0401,1,0.0,0.0,0.0001,1
199572,15,102.23,104.53,2.542,10.03,48.68,13.41,2.79,331,2.3,0,0,1,1,0,0,0,0,1.342,2.684,-0.142,106,3431,0.4024,0.2798,0.1702,0.0868,2,0.2117,0.1182,0.0894,0
213751,15,86.51,96.69,2.303,8.08,34.84,13.56,2.86,182,10.17,0,0,1,0,0,0,0,0,1.103,2.786,-0.482,87,2741,0.1403,-0.0334,0.203,0.017,1,0.0,0.4019,0.0821,0
114411,7,90.35,97.14,3.102,7.27,32.11,13.83,1.96,321,6.79,0,0,1,0,0,0,0,0,1.902,2.926,0.176,60,3242,0.0848,0.1332,0.0721,0.1258,1,0.0,0.0,0.0326,1
63454,5,85.27,87.91,3.522,6.07,31.45,14.0,1.21,241,2.64,0,0,1,0,0,0,0,0,2.322,3.148,0.374,101,3434,0.2424,0.2064,0.21,-0.0328,1,0.0,0.0,0.044,0
195481,14,92.5,98.74,2.543,13.22,69.99,12.96,2.89,208,6.24,0,0,1,0,0,0,0,1,1.343,2.905,-0.362,91,947,0.1022,-0.1606,-0.0796,0.0733,2,0.0,0.3018,0.0487,0
7936,2,87.26,91.63,3.878,14.31,42.95,14.67,1.12,386,4.37,0,0,1,0,0,0,0,0,2.678,3.179,0.699,40,1382,0.0746,0.1556,0.2495,-0.0156,1,0.0,0.0,0.0116,0
74337,10,89.43,94.39,3.348,10.42,44.8,13.78,1.65,246,4.96,0,0,1,0,0,0,0,0,2.148,2.971,0.377,37,1679,0.2449,0.1636,0.1224,-0.0626,1,0.0,0.0,0.0385,1
199941,18,88.75,97.72,1.34,8.13,25.0,13.31,3.21,202,8.97,0,0,1,0,0,0,1,0,0.14,2.666,-1.326,112,1390,0.3465,0.9828,0.7786,0.0628,2,0.0,1.1046,0.3106,1
160457,15,79.64,80.13,2.94,8.8,25.47,14.18,2.8,237,0.49,0,0,1,0,0,0,0,0,1.74,3.079,-0.139,75,1420,0.1944,0.1177,0.0692,-0.0388,1,0.0,0.1157,0.0421,0
177882,16,90.13,104.16,1.671,10.17,41.38,13.39,3.13,328,14.03,0,0,1,0,0,0,0,0,0.471,2.642,-0.972,99,2314,0.2479,1.3117,0.7216,0.0544,1,0.0,0.8098,0.2568,1
5757,2,84.01,90.4,3.278,10.26,35.03,14.29,1.57,311,6.39,0,0,1,0,0,0,0,0,2.078,3.172,0.106,115,757,0.0325,0.2427,0.0173,-0.0099,1,0.0,0.0,0.0269,0
38109,4,86.94,96.02,3.436,11.67,43.86,14.28,1.22,230,9.08,0,0,1,0,0,0,0,0,2.236,3.055,0.381,53,2098,0.2865,-0.0084,-0.0138,-0.031,1,0.0,0.0,0.0262,0
91205,6,84.06,89.79,3.302,14.69,43.68,14.14,1.3,74,5.73,0,0,0,0,0,0,0,0,2.102,3.139,0.163,96,3085,-0.0102,0.1246,0.1769,0.0381,0,0.0,0.0,0.002,0
119966,6,88.95,96.27,2.9,12.68,50.41,13.89,1.7,267,7.32,0,0,1,0,0,0,0,0,1.7,3.036,-0.137,70,3369,0.1787,0.256,-0.0307,0.1427,1,0.0,0.1138,0.0574,0
8392,4,81.8,81.23,3.445,5.69,25.0,14.4,0.84,180,-0.57,0,0,1,0,0,0,0,0,2.245,3.275,0.17,44,3392,-0.1023,0.2315,0.1138,0.0527,1,0.0,0.0,0.0131,0
208186,20,85.27,90.45,2.519,6.64,26.53,13.24,2.85,391,5.18,0,0,1,0,0,0,0,0,1.319,2.777,-0.259,40,1667,0.0954,0.131,0.0455,0.1966,1,0.0,0.2155,0.063,1
27922,4,82.8,85.55,3.62,9.7,40.61,14.23,1.23,381,2.75,0,0,1,0,0,0,0,0,2.42,3.251,0.369,40,500,0.1013,0.1562,-0.1602,0.007,1,0.0,0.0,0.0352,0
201894,15,88.06,99.41,1.862,8.85,32.94,13.42,2.76,0,11.35,0,0,0,0,0,0,0,0,0.662,2.724,-0.861,82,1984,0.224,1.1391,0.5715,0.0788,0,0.0,0.7176,0.233,1
139427,12,87.02,93.53,2.081,8.91,37.66,13.75,2.6,419,6.51,0,0,1,0,0,0,0,0,0.881,2.92,-0.839,91,756,0.3975,1.3193,0.4143,-0.0029,1,0.0,0.6994,0.2609,1
138998,13,84.67,89.38,3.087,10.7,43.53,13.79,2.41,378,4.71,0,0,1,0,0,0,0,0,1.887,3.007,0.081,79,1825,0.1396,0.0897,0.1317,0.2015,1,0.0,0.0,0.0557,1
81319,5,84.32,84.88,3.567,8.54,31.57,14.33,1.88,381,0.56,0,0,1,0,0,0,0,0,2.367,3.209,0.358,53,2684,0.1319,0.1045,0.3487,0.038,1,0.0,0.0,0.0408,1
110206,7,85.82,89.85,3.24,13.02,44.69,13.92,1.96,209,4.03,0,0,1,0,0,0,0,0,2.04,3.122,0.118,95,1340,-0.0138,0.1695,0.0629,0.0581,1,0.0,0.0,0.0304,0
158907,13,90.26,94.26,2.955,10.91,49.62,13.57,2.05,113,4.0,0,0,0,0,0,0,0,0,1.755,2.933,0.022,116,3394,0.0756,-0.0984,0.185,-0.0171,0,0.0,0.0,0.0113,0
